File,Entropy,Authors,Size
doc/Type/Semaphore.pod6,1.0549201679861442,3,2223
doc/Language/experimental.pod6,2.0837660374856477,9,1851
doc/Type/X/OS.pod6,0.6931471805599453,2,403
CONTRIBUTING.md,2.415580514935077,19,11847
assets/sass/style.scss,1.5328728372880795,9,10900
doc/Type/Tap.pod6,1.5498260458782016,5,558
doc/Type/X/Syntax/Reserved.pod6,0.5623351446188083,2,651
doc/Type/X/Syntax/Regex/Adverb.pod6,0.410116318288409,2,690
doc/Type/X/Phaser/PrePost.pod6,0.6730116670092565,2,715
doc/Type/X/Placeholder/Mainline.pod6,1.0397207708399179,3,669
doc/Language/5to6-nutshell.pod6,2.3640888194265277,18,52490
doc/Language/routines.pod6,0,1,2117
doc/Type/X/IO/Chmod.pod6,0.6365141682948128,2,334
doc/Language/5to6-perlfunc.pod6,2.658607950641926,24,63696
README.es.md,1.5632145765013816,9,6383
doc/Type/X/Does/TypeObject.pod6,0.6829081047004717,2,1099
doc/Type/X/Declaration/Scope.pod6,0.6730116670092565,2,745
.travis.yml,1.562357959101978,10,567
doc/Language/faq.pod6,2.5645685439207218,23,33995
html/css/custom-theme/images/ui-bg_inset-hard_95_e47286_1x100.png,0.6365141682948128,2,313
doc/Type/IO/Socket/Async.pod6,2.198228357586468,12,7948
doc/Language/math.pod6,0.48257756517701206,2,9281
doc/Language/modules-extra.pod6,1.5607104090414063,5,2143
doc/Type/X/Channel/SendOnClosed.pod6,0.9502705392332347,3,623
doc/Type/Pod/Heading.pod6,0,1,280
template/footer.html,2.031391453738436,11,1157
lib/Perl6/TypeGraph/Viz.pm6,0.5982695885852573,2,3745
doc/Type/X/Syntax/Missing.pod6,0.6730116670092565,2,639
doc/Type/X/Comp.pod6,0,1,1118
doc/Type/Pod/Block/Named.pod6,0.6931471805599453,2,384
highlights/highlight-filename-from-stdin.coffee,0,1,1221
doc/Type/Any.pod6,2.54497990987249,19,28946
doc/Type/Set.pod6,1.3667110520552042,5,3279
util/sync,0,1,95
doc/Type/X/Attribute/Undeclared.pod6,0.6365141682948128,2,666
doc/Language/py-nutshell.pod6,1.700902054256941,10,15218
template/search_template.js,1.830322145421909,9,10682
doc/Type/IO/ArgFiles.pod6,1.6094379124341005,5,1103
xt/words.pws,1.1534373658803734,10,12197
doc/Type/IO.pod6,2.318137702071794,18,14186
doc/Type/Backtrace.pod6,1.2206072645530175,4,1617
doc/Type/Pod/Block/Declarator.pod6,0.6931471805599453,2,605
doc/Type/Cursor.pod6,1.6674619334292948,6,1067
doc/Type/X/Channel/ReceiveOnClosed.pod6,0.9502705392332347,3,697
doc/Type/Seq.pod6,2.0467385326945515,9,5115
shippable.yml,0,1,504
doc/Type/X/Anon/Augment.pod6,0.7356219397587946,3,560
assets/js/jquery-ui.min.js,0,1,32162
doc/Type/Pod/Item.pod6,0.6365141682948128,2,292
doc/Language/modules-core.pod6,1.4750763110546947,6,2070
doc/Type/Range.pod6,2.281571344695787,13,11278
doc/Type/X/Augment/NoSuchType.pod6,0.5623351446188083,2,668
doc/Language/io.pod6,1.8502677786635977,9,6528
html/css/custom-theme/images/ui-bg_glass_45_C0E472_1x400.png,0,1,335
doc/Type/IO/Path/Cygwin.pod6,0.5623351446188083,2,1070
doc/Type/atomicint.pod6,1.9561874676604514,8,11884
doc/Type/Failure.pod6,1.9468389992053854,9,3492
doc/Type/Metamodel/Primitives.pod6,0.5623351446188083,2,3471
doc/HomePage.pod6,2.106577333232116,9,1962
doc/Type/Int.pod6,1.929832049700449,10,6292
doc/Type/AST.pod6,0.6931471805599453,2,531
writing-docs/SQUASHATHONS.md,0.6365141682948128,2,1272
doc/Type/X/Proc/Unsuccessful.pod6,1.0397207708399179,3,339
doc/Type/X/Signature/NameClash.pod6,0.5623351446188083,2,568
doc/Type/X/Inheritance/NotComposed.pod6,0.5623351446188083,2,1389
doc/Type/Setty.pod6,1.2550592804809435,6,7210
doc/Type/X/IO/Unlink.pod6,1.0397207708399179,3,421
doc/Type/X/Mixin/NotComposable.pod6,1.3862943611198906,4,773
doc/Type/Supplier/Preserving.pod6,1.0986122886681096,3,1008
doc/Language/module-packages.pod6,0.9649629230074277,3,7081
doc/Type/NFKC.pod6,1.3862943611198906,4,424
doc/Type/X/Parameter/WrongOrder.pod6,0.6365141682948128,2,878
doc/Type/Metamodel/C3MRO.pod6,1.4941751382893085,5,1824
doc/Type/X/Undeclared.pod6,0.6365141682948128,2,891
html/css/custom-theme/images/ui-bg_inset-hard_95_f5e47b_1x100.png,0.6365141682948128,2,333
doc/Type/Telemetry/Period.pod6,1.0751393240053733,4,1020
doc/Type/Metamodel/Naming.pod6,0.6931471805599453,2,482
util/new-type.p6,1.2130075659799042,4,921
.dockerignore,0,1,46
doc/Type/SetHash.pod6,1.6957425341696346,6,4010
doc/Type/IO/Spec/Cygwin.pod6,0.48510450039094044,3,4374
doc/Type/Metamodel/PrivateMethodContainer.pod6,0.6365141682948128,2,1252
doc/Type/X/Role/Initialization.pod6,1.0397207708399179,3,701
doc/Type/X/TypeCheck/Assignment.pod6,0.6365141682948128,2,588
doc/Type/Complex.pod6,1.294545165844896,5,5325
doc/Language/modules.pod6,2.6038116254754935,22,28889
doc/Type/Systemic.pod6,0,1,760
doc/Type/Metamodel/EnumHOW.pod6,1.0986122886681096,3,2005
type-groups.json,0,1,1286
doc/Type/Buf.pod6,1.6326309271543518,6,4208
doc/Type/Distro.pod6,1.242453324894,4,1625
doc/Language/mop.pod6,1.9273921261392744,8,9008
xt/perl-nbsp.t,0.5623351446188083,2,861
doc/Programs/03-environment-variables.pod6,0,1,4270
doc/Type/X/Syntax/Term/MissingInitializer.pod6,0.6365141682948128,2,479
doc/Type/X/NoDispatcher.pod6,0.6365141682948128,2,660
LICENSE,0.6931471805599453,2,8894
doc/Type/X/Syntax/Variable/Numeric.pod6,0.6365141682948128,2,542
doc/Type/IO/CatHandle.pod6,1.4377014436429414,5,27182
lib/Pod/Htmlify.pm6,1.8567122168135957,9,4094
doc/Type/utf8.pod6,1.5229550675313184,5,382
doc/Type/Supplier.pod6,1.4941751382893085,5,1953
doc/Type/X/Method/Private/Unqualified.pod6,0.5623351446188083,2,600
doc/Type/X/Method/InvalidQualifier.pod6,0.6365141682948128,2,820
doc/Type/Dateish.pod6,1.6715952780212542,6,7067
t/02-tests-valid.t,0,1,1178
doc/Language/nativetypes.pod6,0.410116318288409,2,3746
doc/Type/X/NYI.pod6,0.9502705392332347,3,2064
doc/Type/Scheduler.pod6,1.0986122886681096,3,1795
doc/Type/Signature.pod6,2.5792217098135928,23,33198
doc/Language/contexts.pod6,0.8018185525433372,3,4069
README.zh.md,0.9180459180656309,4,5621
doc/Type/CallFrame.pod6,1.6313454208085967,7,4704
doc/Type/X/Temporal/InvalidFormat.pod6,1.329661348854758,4,873
htmlify.p6,2.755516266256016,34,35858
lib/Perl6/Documentable/Registry.pm6,0,1,1090
doc/Type/Pod/Block.pod6,1.3321790402101223,4,974
doc/Type/Capture.pod6,1.4988398256648112,7,6418
META6.json,1.4272171500680497,6,1103
doc/Type/X/IO/Rmdir.pod6,1.0397207708399179,3,423
doc/Type/Numeric.pod6,1.541976432762825,6,4179
doc/Type/Associative.pod6,1.277034259466139,4,2103
doc/Language/subscripts.pod6,2.4788096781117117,15,37887
doc/Type/NumStr.pod6,1.6326309271543518,6,3485
util/missing-types.p6,1.0986122886681096,3,673
util/ignored-methods.txt,0,1,245
doc/Type/Rat.pod6,1.6417347121875214,6,2003
doc/Type/X/IO/Symlink.pod6,1.0397207708399179,3,564
doc/Type/X/Bind/Slice.pod6,0.6365141682948128,2,736
type-graph.txt,2.2164614428868594,15,21313
doc/Type/PositionalBindFailover.pod6,1.3296613488547582,4,2213
doc/Type/Order.pod6,1.6094379124341005,5,712
doc/Type/X/Bind/NativeType.pod6,0.8675632284814612,3,870
lib/Perl6/TypeGraph.pm6,0,1,3382
assets/js/jquery.tablesorter.js,0,1,41936
doc/Type/X/Signature/Placeholder.pod6,0.6730116670092565,2,624
doc/Type/Promise.pod6,2.1460953974100523,11,8718
doc/Language/js-nutshell.pod6,1.2730283365896256,4,11067
doc/Language/tables.pod6,0.931104222382482,6,7944
xt/links-not-links.t,0.6559757323365467,3,1396
README.de.md,1.242453324894,4,6997
doc/Type/NFD.pod6,1.3321790402101223,4,274
doc/Type/X/Phaser/Multiple.pod6,0.6365141682948128,2,528
doc/Type/Supply.pod6,2.158767533177366,15,27871
doc/Type/Version.pod6,1.7481554572476763,7,3105
doc/Type/X/Pod.pod6,0,1,128
doc/Type/Bool.pod6,1.7815203933685813,7,4109
doc/Type/X/Promise/Vowed.pod6,0,1,395
doc/Type/X/Redeclaration.pod6,0.6365141682948128,2,1274
lib/Pod/To/SectionFilter.pm6,0,1,918
doc/Language/unicode.pod6,2.00936949318202,13,7640
doc/Type/Metamodel/RoleContainer.pod6,0.5623351446188083,2,729
doc/Type/X/Anon/Multi.pod6,0.5623351446188083,2,719
doc/Language/unicode_ascii.pod6,1.0397207708399179,3,6997
doc/Type/X/Syntax/NegatedPair.pod6,0,1,523
doc/Language/community.pod6,1.2148896539491203,4,1824
.github/issue_template.md,0.410116318288409,2,695
lib/Pod/Convenience.pm6,2.02804676777597,9,3296
doc/Programs/02-reading-docs.pod6,0.9502705392332347,3,1848
README.nl.md,0.6365141682948128,2,7402
doc/Type/Str.pod6,2.604281040601439,23,49826
xt/duplicates.t,0.509137344082687,3,2256
doc/Type/Pair.pod6,2.1933961331752645,11,8833
,3.587426447617884,256,4096
doc/Type/Num.pod6,1.843404527930264,8,3691
template/head.html,1.6283269092627164,8,296
util/test-links.sh,0.6931471805599453,2,216
doc/Type/X/IO/Dir.pod6,1.0397207708399179,3,452
doc/Type/X/Syntax/Malformed.pod6,0.45056120886630463,2,685
doc/Type/Telemetry/Sampler.pod6,1.0986122886681096,3,1851
doc/Type/DateTime.pod6,2.03119946394371,10,14256
doc/Type/List.pod6,2.6054903692160787,20,43538
Dockerfile,0.6931471805599453,2,741
doc/Type/X/Syntax/Signature/InvocantMarker.pod6,0.6365141682948128,2,510
Build.pm,1.0735428464085233,4,1026
README.md,2.8692588558635337,25,6244
t/03-pod6.t,0,1,351
html/favicon.ico,0,1,1150
doc/Type/Real.pod6,1.763734699317285,7,5261
doc/Type/VM.pod6,1.3321790402101223,4,1991
doc/Language/about.pod6,1.9829240287704644,12,4518
doc/Type/IO/Path/QNX.pod6,0.5623351446188083,2,1040
doc/Type/X/Proc/Async/MustBeStarted.pod6,0.9502705392332347,3,906
README.jp.md,1.6726254461503205,6,1998
lib/Perl6/Documentable.pm6,0,1,1362
.gitignore,2.31428283498313,12,413
doc/Type/X/Method/NotFound.pod6,0.6730116670092565,2,664
util/travis-test.sh,0,1,560
doc/Type/X/Constructor/Positional.pod6,1.0986122886681096,3,484
doc/Type/Whatever.pod6,2.0636495704788542,10,4095
doc/Language/control.pod6,2.012867694326979,16,31063
doc/Type/QuantHash.pod6,0.6931471805599453,2,769
doc/Type/IntStr.pod6,1.6326309271543518,6,3414
doc/Type/X/IO/Cwd.pod6,0.6365141682948128,2,363
html/css/custom-theme/images/ui-bg_highlight-soft_75_f5e47b_1x100.png,0.6365141682948128,2,346
doc/Type/X/Syntax/Augment/WithoutMonkeyTyping.pod6,1.0397207708399179,3,640
doc/Language/temporal.pod6,1.0549201679861442,3,4650
t/01-load.t,0,1,188
doc/Type/X/IO/Mkdir.pod6,0.6365141682948128,2,533
doc/Type/Metamodel/MROBasedMethodDispatch.pod6,1.3862943611198906,4,1333
assets/js/jquery-3.1.1.min.js,0,1,86709
t/06-pod-htmlify.t,0,1,2166
doc/Type/IO/Path/Unix.pod6,0.5623351446188083,2,1050
doc/Type/Match.pod6,1.8343719702816237,7,3779
doc/Type/Metamodel/Trusting.pod6,0.6730116670092565,2,1536
doc/Type/X/Proc/Async/CharsOrBytes.pod6,0.9502705392332347,3,935
doc/Type/X/IO/Link.pod6,1.0397207708399179,3,528
doc/Type/Mix.pod6,1.7214023220140038,7,4144
assets/js/main.js,0.5004024235381879,2,5457
doc/Type/X/TypeCheck/Splice.pod6,0.9502705392332347,3,994
doc/Type/X/Export/NameClash.pod6,0.6365141682948128,2,490
highlights/package.json,0.45056120886630463,2,491
t/07-tabs.t,0,1,766
doc/Language/list.pod6,2.203708488983789,14,27208
doc/Language/testing.pod6,2.237118070558187,15,30080
doc/Type/Bag.pod6,1.8594288151492286,8,4412
html/images/camelia-small.png,0.6931471805599453,2,3007
doc/Type/Proc.pod6,2.4495714897883305,16,5167
xt/double-dots.t,0.6365141682948128,2,1192
doc/Type/IO/Special.pod6,1.3853603777875552,5,3316
html/css/custom-theme/images/ui-icons_63a4ff_256x240.png,0.6365141682948128,2,4549
doc/Type/Cancellation.pod6,0.9502705392332347,3,756
doc/Type/IO/Socket/INET.pod6,1.5945324846100117,7,2736
doc/Type/Proc/Async.pod6,2.3207385120200197,14,13925
