File,Entropy
src/classes/Code.pir,0.7137532471540361
src/core/Block.pm,0.687612049392015
src/core/Slang.pm6,0
src/CORE.setting/Bool.pm,0
src/old/builtins/Bool.pir,1
src/old/classes/Submethod.pir,1
src/builtins/Array.pir,0.5620927081530442
src/Perl6/Compiler/Parameter.pm,0.3712323266408757
t/pod/02-paragraph.t,0
src/core/hash_slice.pm,0.6444465960742909
src/old/classes/Failure.pir,1
src/pmc/perl6multisub.pmc,0.5990479216450049
src/old/cheats/int-ops.pir,1
CONTRIBUTING.md,0.9349775297671233
tools/build/NQP_REVISION,0.6773042549946018
src/core/Parameter.pm6,0
src/core/distro.pm6,0
src/core/LexPad.pm,0.9182958340544894
t/pmc/p6invocation-1.t,0
lib/Pod/To/Text.pm,0.8085310220497345
src/binder/container.h,0.5916727785823274
docs/announce/2012.12,0
src/core/StrDistance.pm,0.9426312039378821
src/core/operators.pm6,0.8649735207179272
src/vm/jvm/runtime/org/perl6/rakudo/RakudoContainerSpec.java,0.7267454540019751
t/09-moar/General_Category;UnicodeData;2.t,0
src/classes/Signature.pir,0.5185362222458341
src/cheats/str-ops.pir,1
src/old/setting/Int.pm,1
docs/announce/2015.01.md,0
src/binder/multidispatch.c,0.4301762344017661
src/old/core/tai-utc.pm,1
src/core/Rakudo/Internals/HyperIteratorBatcher.pm6,0.8112781244591328
src/core/Proc.pm6,0.946394630357186
t/05-messages/03-errors.t,0.7149555854879349
src/core/Signature.pm6,0.9182958340544894
src/core/Rakudo/Internals/RaceToIterator.pm6,0
src/core/Whatever.pm6,0
docs/announce/2016.07.md,0
src/Perl6/Metamodel/Configuration.nqp,0
src/QPerl6/World.pm,0
docs/announce/2017.08.md,0
src/core/Slang.pm,1
src/core/Supply.pm,0.46041645377984514
tools/build/nqp-jvm-rr.pl,0
src/builtins/Pair.pir,0
src/cheats/use.pir,0.9709505944546688
src/old/classes/Junction.pir,1
src/builtins/Associative.pir,0.81734542214651
src/Perl6/Metamodel/MultipleInheritance.nqp,0.875
src/core/enum.pm,0
docs/announce/2015.12.md,0.6617804607311242
src/Perl6/Metamodel/MultipleInheritance.pm,0.3912435636292556
docs/announce/2010.11,0
src/Perl6/Metamodel/DefaultParent.nqp,1
t/3rdparty/Unicode/10.0.0/extracted/DerivedGeneralCategory.txt,0
lib/nqp.pm6,1
src/parse2past.tg,0
src/core/Nil.pm6,0
lib/PAST.pir,0.6223659728744494
t/02-test-pm/3-output.t,0.9999999999999998
src/builtins/Parcel.pir,0.47944434124194324
src/glue/dispatch.pir,0.5770126291951644
docs/announce/2017.09.md,0
tools/build/Makefile-Moar.in,0.7516951470139753
src/core/Rational.pm,0.715332224754679
src/vm/parrot/guts/types.c,0.9182958340544894
src/cheats/callmethod.pir,0
lib/DateTime/strftime.pm,0.946394630357186
src/old/builtins/Sub.pir,0
docs/announce/2012.04.1,0
t/02-rakudo/v6.d-tests/01-deprecations.t,0
.travis.yml,0.8540957800779522
t/09-moar/General_Category__extracted-DerivedGeneralCategory.t,0
src/metamodel/RoleToInstanceApplier.nqp,0
src/old/builtins/Block.pir,0
src/core/Rakudo/Metaops.pm6,0
lib/grammar_sub.pg,0
src/builtins/Iterator.pir,0.7208642439793533
TODO,0
src/core/Enumeration.pm,0.7767739667366986
docs/running.pod,0.8667215785823998
src/core/Real.pm6,1
lib/Completion.pm,0
lib/grammar_sub.pge,1
src/Perl6/Metamodel/RoleAppliers.pm,0
src/core/Deprecations.pm,0.4682676323248935
src/core/Rational.pm6,1.0000000000000002
src/core/Compiler.pm,0.7105147511526099
src/core/ShapedNArray.pm,0
docs/announce/2012.08,0.9602297178607612
src/core/set_addition.pm6,0
src/builtins/revision.pir,0
src/setting/Buf.pm,0
src/ops/.gitignore,0.946394630357186
src/CORE.setting/EXPORTHOW.pm,0
blib/Perl6/.gitignore,0.9999999999999998
docs/announce/2009-09,0.9206198357143047
src/old/builtins-old/math.pir,1
src/core/IO/CatHandle.pm,0.39132787614393055
src/vm/parrot/guts/sixmodelobject.h,0.8649735207179272
t/00-parrot/08-regex.t,0.920619835714305
lib/NativeCall/Compiler/MSVC.pm6,0.9999999999999998
docs/announce/2016.01.md,0.8631205685666311
lib/past2pir.tg,0
src/classes/Int.pir,0.7457293063502719
src/setting/Block.pm,0
src/builtins/control.pir,0.6812825101974047
src/cheats/parrot/P6role.pir,0.40392528723498305
src/old/core/Iterable.pm,1
src/old/core/IO/Socket/INET.pm,1
src/core.d/Grammar.pm,0
src/cheats/perl6-compiler.pir,0.9182958340544894
src/CORE.setting/Sub.pm,0
src/CORE.setting/Signature.pm,0
src/old/builtins/Cool.pir,0
src/Perl6/Metamodel/EXPORTHOW.pm,0
docs/language_versions.md,1
src/core/CompUnit/Loader.pm6,0
src/core/terms.pm,0.8483822215432396
src/old/core/Routine.pm,1
src/core/Duration.pm,0.8994035471774604
tools/lib/NQP/Configure.pm,0.7811698060900034
src/gen/README,1
src/vm/parrot/guts/container.c,0.9211854965885543
src/classes/Pair.pir,0.6903156888610112
build/merge_pm.pl,0
src/pmc/objectref_pmc.template,0.8992042989107536
src/core/Array.pm,0.6106977924686363
src/setting/Operators.pm,0.6874444865070202
docs/announce/2017.01.md,0
t/04-nativecall/19-function-pointers.c,0
t/02-rakudo/04-diag.t,0.8112781244591328
t/01-sanity/12-try.t,0
src/Perl6/Metamodel/EnumHOW.nqp,0.7309886647187624
src/core/IO/Path.pm,0.5131463916188439
src/core/JSON/Pretty.pm6,1
src/core/Mu.pm,0.680201307876794
docs/announce/2016.08.1.md,0
src/vm/parrot/guts/bind.h,0.7219280948873623
src/classes/Match.pir,0.7193329040881773
src/setting/Str.pm,0.6949883477962157
src/old/core/Signature.pm,1
src/old/core/Real.pm,1
src/Perl6/Metamodel/RolePunning.nqp,0.9609640474436812
src/core/Rakudo/Internals/RaceToIterator.pm,0.8112781244591328
src/builtins/ContainerDeclarand.pir,0
src/Perl6/Compiler/Signature.pm,0.4318923155725327
src/CORE.setting/Parcel.pm,0
src/QPerl6/Grammar.pm,0
t/04-nativecall/20-concurrent.c,0
src/cheats/parrot/P6Invocation.pir,0
build/gen_setting_pm.pl,0.9232196723355077
src/old/core/Grammar.pm,1
src/classes/Array.pir,0.5990733890454696
src/builtins-old/assign.pir,0
t/07-pod-to-text/01-whitespace.t,0.9999999999999998
src/core/Submethod.pm,0.9609640474436812
src/builtins-old/math.pir,0
src/Perl6/Metamodel/BUILDPLAN.nqp,0.6716905719951468
src/core/Stash.pm6,0
src/vm/parrot/pmc/perl6lexinfo.pmc,0
src/builtins-old/any-num.pir,0
src/metamodel/Attribute.nqp,0.6193821946787638
t/pmc/perl6multisub-type.t,0.8699155297736259
docs/ops.markdown,0.9697238998682473
src/core/Associative.pm6,0
src/core/asyncops.pm6,0
src/core/Shaped3Array.pm,0
lib/grammar_optok.pg,0
src/old/core/List.pm,0.9999999999999998
src/old/cheats/constants.pir,1
src/core/IO/Socket/INET.pm,0.7916439219454198
src/core/ShapedNArray.pm6,0
src/core/Rangeint.pm,0
src/core/IO/Spec.pm,0.8178159679078364
src/core/CompUnit/RepositoryRegistry.pm,0.5786229089474026
README,0.6761829198687026
src/Perl6/Metamodel/ContainerDescriptor.pm,0.5435644431995964
t/01-sanity/07-substr.t,0.9609640474436812
src/old/setting/Any-num.pm,1
src/builtins/Abstraction.pir,0.9182958340544894
Test.pm,0.8205876200313459
src/core/IO.pm,0.7274147270716741
src/Perl6/Pod.nqp,0.669073484320302
src/classes/IO.pir,0.8004657694488375
src/core/Encoding/Decoder.pm,1
src/core/Rakudo/Iterator.pm,0.3244442328831974
src/core/IO/Socket/INET.pm6,1
t/03-jvm/Foo.java,0
src/classes/UnderConstructionProto.pir,1
src/core/IO/Stat.pm,0.9182958340544894
lib/TAP.pm6,0.8763576394898526
src/Perl6/Metamodel/MethodContainer.nqp,0.7298466991620975
lib/NativeCall/Types.pm6,0.9483627932161026
src/vm/parrot/guts/types.h,0.9182958340544894
src/cheats/print-say.pir,0.6500224216483541
src/old/core/IO/Socket.pm,1
src/core/Encoding.pm6,0
t/04-nativecall/07-writebarrier.c,0
docs/announce/2013.10.md,0.7219280948873623
t/pmc/perl6multisub-dispatch-arity.t,0
src/old/core/Range.pm,1
src/old/core/Pair.pm,1
src/core/precedence.pm,0.7836484476654801
ConfigureMoar.pl,0.946394630357186
src/glue/handles.pm,0.7219280948873623
src/pmc/perl6scalar.pmc,0.9206198357143047
src/old/cheats/parrot/P6metaclass.pir,1
src/old/builtins/Seq.pir,1
docs/release_guide_automated.md,0
src/core/AST.pm,0.8401749385838428
src/core/EnumMap.pm,0.7050622042203144
docs/announce/2015.05.md,0.7896900821428474
tools/release-dates.p6,0
src/old/core/Match.pm,1
src/Perl6/Metamodel/GenericHOW.nqp,0.8112781244591328
src/core/CompUnit/PrecompilationRepository.pm6,0
src/core/CompUnit/PrecompilationStore/File.pm6,0
src/core/Cool.pm,0.6360630068188154
lib/NativeCall/Compiler/GNU.pm,0
src/parse.pir,0.7424875695421236
src/old/classes/Nil.pir,1
src/old/setting/Object.pm,1
src/CORE.setting/Array.pm,0.7219280948873623
src/old/cheats/relops.pir,1
src/core/Int.pm6,0.7219280948873623
src/core/MixHash.pm6,0
src/pmc/perl6sub.pmc,0.9182958340544894
src/old/builtins/MapIter.pir,1
src/Perl6/Metamodel/ParrotInterop.pm,0.875
src/builtins/guts.pir,0.3687413781880149
src/old/builtins-old/named-unary.pir,1
src/cheats/parrot/P6metaclass.pir,0
src/old/builtins/Associative.pir,1
t/02-embed/01-load.t,1
src/core/CompUnit/Repository/NQP.pm,0.9182958340544894
docs/announce/2018.04.1.md,0
src/core/IO/Spec/Unix.pm6,0
src/vm/jvm/core/Threading.pm,0.26940842515181684
src/builtins/Multi.pir,0
tools/build/create-moar-runner.pl,0.9139874882917958
docs/announce/2018.04.md,0
tools/build/gen-moar-runner.pl,1
t/00-parrot/10-regex.t,1
src/Perl6/Metamodel/PackageHOW.pm,0.6183203709705837
src/Perl6/Metamodel/MultiMethodContainer.pm,0.47599704095439155
src/setting/Parameter.pm,0.8112781244591328
src/parser/grammar.pg,0.5877616966967105
t/01-sanity/07-range.t,0.946394630357186
docs/announce/2010.08,0.9211854965885543
src/Perl6/Compiler/Role.pm,0.8403586716091171
t/02-rakudo/11-deprecated.t,0.9182958340544894
src/core/SLICE.pm6,0
docs/announce/2014.12.md,0
t/stresstest.data,1
src/Perl6/Metamodel/Mixins.pm,0.6223659728744494
src/core/JVM/IOAsyncFile.pm6,0
src/core/natives.pm,0.8401749385838428
src/parser/expression.pir,0.875
src/core/Pair.pm6,0.9182958340544894
src/builtins/Str.pir,0.9023307417467611
src/core.d/await.pm,0.782775952814142
docs/announce/2014.10.md,0.5916727785823274
lib/grammar_rules.pge,0.8868595071429147
src/core/CompUnit.pm6,0
src/Perl6/Metamodel/Archetypes.pm,0
lib/grammar.g,0
lib/builtins.pir,0.6500224216483541
src/QPerl6/Compiler.nqp,0
src/core/Scheduler.pm,1
src/core/HyperWorkBuffer.pm,0.9602297178607612
src/core/SlippyIterator.pm6,0
src/core/IO/Local.pm,0.22853814395352803
src/Perl6/Metamodel/SubsetHOW.pm,0.6802636557218542
t/sanity.t,0.9999999999999998
src/builtins/ParcelIter.pir,0
src/core/Cool-str.pm,0.7078329852311255
docs/release_guide.pod,0.7537741957314672
src/Perl6/Metamodel/ParametricRoleGroupHOW.nqp,0.8424887242433629
t/08-performance/99-misc.t,0
t/04-nativecall/19-function-pointers.t,0.9182958340544894
src/old/builtins-old/io.pir,1
src/old/glue/dispatch.pir,1
src/Perl6/Metamodel/NativeHOW.nqp,0.8423415361816293
src/core/OS.pm6,1
docs/module_management.md,1
src/vm/parrot/Perl6/Ops.nqp,0.34635168603374933
tools/rebase-rakudo.pl,1
src/classes/Scalar.pir,0.8112781244591328
src/core/Stash.pm,0.8628253780560468
src/core/Setty.pm6,1
src/core/Instant.pm,0.7193284315638566
src/cheats/postcircumfix-hash.pir,0.946394630357186
src/cheats/match-bool.pm,0.9182958340544894
src/core/CompUnit/Handle.pm,0.7484637730572947
src/core/Application.pm,0
LHF.markdown,0.6443467642456685
src/builtins/Enum.pir,1
lib/Safe.pm,0
t/04-nativecall/06-struct.t,0.831923864762111
src/classes/Abstraction.pir,0.8112781244591328
t/01-sanity/09-end-blocks.t,0
t/pod/01-delimited.t,0
src/core/Map.pm6,0.946394630357186
src/core/IO/Spec/Cygwin.pm6,0
src/core/Enum.pm,0.8599473779512135
docs/announce/2013.01,1
tools/available-pm-names.pl6,0.9999999999999998
src/classes/Module.pir,1
src/old/core/Parcel.pm,1
t/04-nativecall/06-struct.c,0.8649735207179272
src/Perl6/Metamodel/ClassHOW.nqp,0.7091662846177582
src/core/CallFrame.pm6,0
t/05-messages/10-warnings.t,0
src/classes/Nil.pir,0.8649735207179272
docs/announce/2017.03.md,0
src/Perl6/Metamodel/ArrayType.nqp,1
docs/guide_to_setting.pod,0.7233083338141042
t/pmc/mutable.t,1
src/Perl6/Metamodel/TypePretence.pm,0
src/old/core/Associative.pm,1
src/Perl6/Metamodel/TypePretense.nqp,1
src/core/SlippyIterator.pm,0.6223659728744494
src/core/control.pm,0.6820560444183414
src/core/IO/Pathy.pm,0
src/old/parser/methods.pir,1
src/core/HyperSeq.pm6,1
src/core/Uni.pm,0.7891066453068238
src/core/REPL.pm,0.7373433717316308
STATUS,0.3912435636292556
t/01-sanity/07-defined.t,0.946394630357186
src/classes/List.pir,0.631926231073516
src/core/Iterable.pm,0.7693279226442852
docs/announce/2017.12.md,0
src/core/ShapedArray.pm6,0
src/Perl6/BacktracePrinter.pm,0.8427376486136672
src/Perl6/Metamodel/BaseType.nqp,1
src/core/Rakudo/Internals/HyperIteratorBatcher.pm,0
t/pmc/perl6multisub-dispatch-type.t,0
src/old/core/Attribute.pm,1
src/core/Scalar.pm6,0
src/vm/parrot/guts/storage_spec.h,0.8112781244591328
src/setting/Code.pm,0.9182958340544894
t/08-moar/General_Category:extracted-DerivedGeneralCategory.t,0
src/core/Rat.pm6,0
t/pmc/objectref.t,0.8112781244591328
src/classes/Str.pir,0.7464007224609865
src/builtins/SeqIterator.pir,0.9182958340544894
src/core/Distro.pm,0.44700579057737955
src/core/MixHash.pm,0.37938233864989235
src/old/core/RangeIter.pm,1
src/QPerl6/Actions.pm,0
src/core/Nil.pm,0.6581300706764515
src/core/Rakudo/Internals/JSON.pm,0.6500224216483541
t/00-parrot/09-pir.t,0.9206198357143047
src/builtins/Block.pir,0
docs/announce/2015.10.md,0
src/pmc/ctmthunk.pmc,0
t/pod/05-comment.t,0
src/binder/exceptions.c,1
src/core/Cursor.pm,0.7764114673667198
src/core/Kernel.pm,0.7242514546595108
src/core/Date.pm,0.6177252072271248
src/core/tai-utc.pm,0.8987931696745562
src/old/setting/Hash.pm,1
lib/NativeCall.pm,0.7812757487445374
gen/moar/.gitignore,0
src/Perl6/Metamodel/CurriedRoleHOW.pm,0.5264143616682583
docs/announce/2010.05,0.8649735207179272
src/core/Setty.pm,0.2231393309279426
src/core/Code.pm6,1
src/core/set_subset.pm6,1
src/core/core_prologue.pm6,0.9999999999999998
ROADMAP,0.693111595962132
t/harness5,0.6183203709705837
src/core/Failure.pm6,0
src/old/builtins-old/compiler.pir,1
src/old/setting/Pair.pm,1
src/old/parrot/P6Invocation.pir,1
src/core/multidim_slice.pm6,1
src/core/array_slice.pm,0.593670576886053
src/old/setting/IO/Socket/INET.pm,1
src/old/core/metaops.pm,1
src/old/cheats/parrot/attriter.pir,1
src/core/HyperIterable.pm,0
docs/announce/2015.02.md,0.6840384356390417
src/old/classes/Mapping.pir,1
src/Perl6/Metamodel/Naming.nqp,0.9165164431996023
src/core/CompUnit/Repository/FileSystem.pm6,0.9999999999999998
src/old/core/IO/Stat.pm,1
t/09-moar/General_Category__UnicodeData__2.t,0
src/core/Numeric.pm,0.7342654333257114
t/01-sanity/13-equal.t,1
src/vm/parrot/ModuleLoaderVMConfig.nqp,0.9591479170272448
