Author,Entropy
alex.jakimenko+github,0.6931471805599453
dmc00,1.0549201679861442
mathieu,1.4750763110546947
will,4.674634544675721
andrew,0.6931471805599453
moritz,3.529419019866207
jalbertcruz,0.6931471805599453
brian,0.6931471805599453
matthias.bloch,0.6931471805599453
ilmari,0.6931471805599453
perrettdl,1.6467891802206347
sfischer13,0.6931471805599453
nicq20,1.377819508039033
skelic3,0.6931471805599453
fluca1978,2.388189623457427
eric-github,1.0114042647073516
tirkarthi,0.6931471805599453
lw,1.0397207708399179
ElenaMerelo,0.9184277849930975
melezhik,0.6931471805599453
ianmcb,0.6931471805599453
carl,0.6931471805599453
szabgab,1.6190030417334822
ahmad.zawawi,1.5810937501718234
coleoid,2.3114234446919735
cedric,1.0986122886681096
jjatria,1.0913030006468518
nathaniel_heyer,0.6931471805599453
robert.newbould,0.6931471805599453
edwin.steiner,1.198849312913621
ungrim97,0.9743147528693494
kris,0.6931471805599453
madcap.russo,1.034601232910181
patrick,0.6931471805599453
johnnyspoon,1.0789922078775833
sjn,1.5810937501718236
sog,1.567081229293324
antoniogamiz10,0.8894844141737215
email,1.468060203499046
mkrull,0.6931471805599453
alex,0.6931471805599453
brian.d.foy,1.0397207708399179
samantham,2.760009448341624
tobias.leich,0.6931471805599453
geoff,2.5518141431909362
adriaan.larmuseau,1.4142790651247086
hello,0.6931471805599453
rightfold,0.6931471805599453
fischer.emeric,1.0397207708399179
abcxyz,0.6931471805599453
nxadm,0.6931471805599453
studerj1.mail,4.944241519627031
p.spek,1.0239287996389363
nenamer,0.6931471805599453
clint_who,0.6931471805599453
trey,0.6931471805599453
developer,0.6931471805599453
zakame,1.5498260458782016
jan-olof.hendig,3.26126252410939
cognominal,1.0397207708399179
jns+git,2.2139333550750493
revhippie,2.1192809219098505
kevin,0.6931471805599453
rnddim,1.7058102909449788
carbin,0.6931471805599453
flussence,1.3862943611198906
pmichaud,2.4332124333265637
sam,0.6931471805599453
x.fix,1.0397207708399179
sgeoster,0.6931471805599453
naoum88,1.8479694367953767
themanchicken,1.7917594692280547
timonator,2.420382452888264
34807039+ilyash-b,0.6931471805599453
scolinet,1.3378296101456877
dbrunton,1.4902305301189538
altay-man,5.218127206109669
ccworld1000,1.0821955300387673
francois,0.6931471805599453
dabe,1.0986122886681096
antquinonez,2.1396054825513966
flexibeast,1.242453324894
jenkinsd,0.6931471805599453
armand.halbert,2.77395615465525
felix,1.0599180549417697
akim,0.6931471805599453
hayter,0.6931471805599453
seatek,1.808950656364413
holli.holzer,0.6931471805599453
mt1957,1.3862943611198906
cpan,3.483017045384941
garrett.goebel,0.6931471805599453
mdinger.bugzilla,0.6931471805599453
f.sizov,0.6931471805599453
39702500+KlappeZuAffeTot,0.6931471805599453
vendethiel,1.0397207708399179
neil.shadrach,1.0986122886681096
ZzZombo,1.7868083399845724
thormichael,1.0397207708399179
tsmith,0.6931471805599453
skelic2,0.9743147528693494
arilik.ismail,0.6931471805599453
glitchmr,1.4847764102701837
raiph.mellor,2.068829241558231
paul,2.9778131681781344
ei,0.6931471805599453
lumimies,0.6931471805599453
nadim.khemir,1.0986122886681096
larry,1.4491961956672805
david.warring,1.3592367006650063
shlomif,0.9433483923290393
aluaces,0.6931471805599453
kaiepi,2.0147475622773694
garu,0.6931471805599453
neil.svedberg,0.6931471805599453
jsoref,2.453670465854874
steveb,0.6931471805599453
duff,1.0114042647073518
jecki,0.6931471805599453
dzwell,1.3862943611198906
bri,2.636394933667988
barryfoxbat,1.0397207708399179
patch,0.6931471805599453
darius,0.6931471805599453
siavash.askari.nasr,1.483694055645857
cxreg,0.6931471805599453
martin,0.6931471805599453
github,1.0397207708399179
angr7991,1.8462202193216335
ugexe,1.3862943611198906
cale.short,1.2026329866830086
dmaestro,1.0397207708399179
uzluisf,1.0397207708399179
donaldh,1.1682824501765625
m.krull,1.2130075659799042
cuong.manhle.vn,0.6931471805599453
tadzikes,1.0397207708399179
bslaabs,0.6931471805599453
fritz.zaucker,1.808045719583997
215106+cfa,3.0141646041388963
jns,2.1421604413000965
simula67,0.6931471805599453
pawelmurias,1.0397207708399179
lloyd.fourn,1.3592367006650063
vincent-github,0.6931471805599453
bbkr,0.6931471805599453
Tyil,0.6931471805599453
b2gills,1.976516655751949
molecules,2.1540778209233635
gotoexit,0.6931471805599453
sterling,2.161696653428355
book,2.265848859091473
sanchezchristian,3.3202373838585744
jkramer,1.5802363404761086
prammer1,0.6931471805599453
benjamin.tyler,3.3861314337088673
rjbs,0.6931471805599453
vynce.montgomery,1.4978661367769954
steve.mynott,2.6830198969615138
bahtiar,1.0397207708399179
mienaikage,1.242453324894
autarch,0.6931471805599453
LLFourn,2.4319057662788164
tim.dolores,2.2240978714293633
pauladelahoz,0.6931471805599453
john.haltiwanger,1.7500314745957688
mlenz,2.181557811806695
zhtwnpanta,0.6931471805599453
davidnmfarrell,0.6931471805599453
krunen,0.6931471805599453
nlogan,1.7379834485870502
daniel.dehennin,1.0114042647073516
awwaiid,1.5594765406595492
avuserow,0.6931471805599453
gabor,1.8362088450217287
wenzel.peppmeyer,3.1719263112857137
mattoates,1.0397207708399179
cschwenz,1.0986122886681096
smls75,4.951052709033541
joshuamy,0.6931471805599453
justin,2.1863402141730144
bwilcox,2.534720931019886
heiko_jansen,1.0397207708399179
filip,0.6931471805599453
finanalyst,0.6931471805599453
rafaelschipiura,1.9072839993213786
ronaldxs,1.931257505359027
vz-github,1.242453324894
dale.evans,0.6931471805599453
gdonald,0.6931471805599453
after.fallout,0.6931471805599453
parabolize,1.2424533248940002
cookbook_000,0.6931471805599453
olshevskiy87,1.6094379124341005
tom.browder,2.8394679506915947
zoffixznet,2.912664551109219
ilmari.vacklin,1.0986122886681096
robertle,1.0397207708399179
titsuki,2.301851011619572
rob,2.0883047678259024
tokuhirom,1.0397207708399179
jnthn,2.230752855555886
git,0.6931471805599453
athoscr,0.6931471805599453
thundergnat,0.6931471805599453
claudio.ramirez,0.9743147528693494
jgabriele,1.64622455382987
