Author,Entropy
jgoff,0.6931471805599453
nbrown04,0.6931471805599453
andreoss,1.0986122886681096
MasterDuke17,2.0471487250746003
liz,2.5888545684177884
ceci.merelo,0.9743147528693494
Curt.Tilmes,1.242453324894
doug,1.539654447440098
peter.stuifzand,0.6931471805599453
jjmerelo,3.3345102763944103
mryan50,1.0397207708399179
grizzly,1.6364955728889843
raydiak,2.562952292932211
scriplit,0.6931471805599453
karl.yerkes,1.0397207708399179
lotsmanov89,0.6931471805599453
nastavs,0.6931471805599453
jmg3000,0.6931471805599453
matthew.king,0.6931471805599453
nine,1.3862943611198906
tommystanton,0.6931471805599453
trixium,1.0397207708399179
zhuomingliang,0.6931471805599453
alexmoquin,4.466697338625428
blaabs,0.6931471805599453
bduggan,1.23198627112355
jarkko,1.3667110520552042
moritz.lenz,2.1200590369760146
allan,1.945910149055313
gjb,0.6931471805599453
ddgreen,2.4149833755902472
bruce.gray,3.0901957456423137
simon,1.7485681115889085
muraiki,0.6931471805599453
use_v6,1.69240886298655
cygx,0.6931471805599453
info,2.037734194785151
curt,0.9433483923290391
lucasbuchala,1.0397207708399179
dha,2.7310555867031368
ckeirsey2,0.6931471805599453
fh,0.6931471805599453
cmasak,1.7982739693704315
treyharris,1.2130075659799042
pub.claudio,1.9054200431101371
alex.jakimenko,3.7247989802690635
wander4096,2.6317099001964226
teodozjan,1.4836940556458569
grinnz,0.6931471805599453
