File,Entropy,Authors,Size
docs/announce/2017.11.md,0,1,7088
src/core/Slip.pm6,1.0986122886681096,3,1418
src/core/IO/CatHandle.pm6,0,1,16139
src/core/set_multiply.pm6,0,1,1956
src/core/Buf.pm6,1.3296613488547582,4,31316
src/core/Perl.pm6,0.6931471805599453,2,539
t/01-sanity/16-eqv.t,0.6931471805599453,2,142
src/core/IO/Path.pm6,1.0397207708399179,3,27982
docs/announce/2014.01.md,0.5297061990576545,2,3633
src/core/Distro.pm6,0,1,2916
src/vm/jvm/CompUnit/Repository/JavaRuntime.pm6,0,1,1897
src/Perl6/Metamodel/C3MRO.nqp,1.0986122886681096,3,4826
src/core/Rakudo/Internals/HyperRaceSharedImpl.pm6,0.6837389058487535,3,5226
src/vm/jvm/runtime/org/perl6/rakudo/Binder.java,1.7666967352154055,12,56438
src/core/Supply.pm6,0.5982695885852573,2,74265
src/core/IO/Pipe.pm6,0,1,2075
src/Perl6/Metamodel/PrivateMethodContainer.nqp,0.6931471805599453,2,739
docs/archive/2017-IO-Grant--Action-Plan.md,0,1,47434
src/core/set_proper_subset.pm6,0.6931471805599453,2,5025
tools/build/upgrade-repository.pl,0,1,96
src/vm/jvm/runtime/org/perl6/rakudo/RakudoEvalServer.java,0,1,1284
t/02-rakudo/test-packages/CustomOps.pm6,0,1,385
docs/announce/2009-10,1.0986122886681096,3,3440
docs/announce/2012.02,0,1,3040
t/04-nativecall/09-nativecast.c,0,1,1066
docs/deprecations,1.2636256721237276,5,3277
VERSION,2.442514864047579,17,8
src/core/Duration.pm6,0,1,1154
src/Perl6/Metamodel/Archetypes.nqp,0.9502705392332347,3,2288
t/01-sanity/02-op-math.t,1.0986122886681096,3,420
t/01-sanity/21-try.t,0.6931471805599453,2,345
src/Perl6/Metamodel/ModuleHOW.nqp,0.5004024235381879,2,1092
src/core/Thread.pm6,0,1,3892
docs/obtaining-a-commit-bit.pod,1.4750763110546947,5,2540
src/core/IterationBuffer.pm6,0.5623351446188083,2,2095
t/01-sanity/55-use-trace.t,1.0735428464085233,4,588
src/core/PseudoStash.pm6,0,1,11246
docs/announce/2012.11,0,1,3083
t/04-nativecall/00-misc.t,0,1,673
docs/announce/2017.05.md,0,1,13331
src/core/signals.pm6,1.0986122886681096,3,3392
src/core.d/core_prologue.pm6,0,1,41
docs/announce/2014.03.md,0,1,2943
src/core/Method.pm6,0,1,154
src/Perl6/Metamodel/MetaMethodContainer.nqp,0,1,1670
src/Perl6/Grammar.nqp,2.559486237234783,39,205490
tools/build/makeNATIVE_ARRAY.pl6,0.32644204095666557,3,17168
docs/announce/2016.07.1.md,0,1,3234
src/core/Distribution.pm6,1.0986122886681096,3,8922
Configure.pl,2.9353355455982078,49,17857
src/core/core_epilogue.pm6,0,1,1730
docs/announce/2018.02.1.md,0,1,2520
src/Perl6/ModuleLoader.nqp,1.8664734577448323,12,11410
src/core/Iterable.pm6,0.6365141682948128,2,6651
t/fudgeandrun,1.4708084763221114,5,779
docs/announce/2010-01,0.5623351446188083,2,4103
docs/announce/2012.07,0.5623351446188083,2,3052
src/Perl6/Metamodel/Trusting.nqp,0.6931471805599453,2,848
tools/build/install-core-dist.pl,1.726563628756502,9,2080
t/02-rakudo/dump.t,1.0114042647073518,3,3352
src/core/Seq.pm6,0.6931471805599453,2,10457
src/Perl6/Metamodel/CurriedRoleHOW.nqp,1.3592367006650063,5,5240
src/core/native_array.pm6,0.1732052067491771,2,122062
tools/build-localtest.pl,0,1,591
docs/announce/2012.04,1.0549201679861442,3,3394
t/02-rakudo/08-slangs.t,0,1,373
src/core/Numeric.pm6,1.3321790402101223,4,12235
docs/announce/2016.10.md,0,1,7310
docs/announce/2013.08.md,1.0397207708399179,3,3290
src/core/metaops.pm6,0.6365141682948128,2,23349
src/core/Encoding/Encoder/TranslateNewlineWrapper.pm6,0,1,484
t/02-rakudo/03-cmp-ok.t,0,1,3714
docs/announce/2017.06.md,0,1,10887
docs/announce/2013.03.md,0.45056120886630463,2,3095
t/04-nativecall/04-pointers.t,1.7214023220140038,7,2362
t/01-sanity/53-transpose.t,0,1,1087
t/04-nativecall/08-callbacks.c,0.5004024235381879,2,1029
src/core/Junction.pm6,0,1,18854
t/04-nativecall/22-method.c,0,1,434
docs/roast-spectest.data-versioning.md,0.6931471805599453,2,845
src/core/io_operators.pm6,1.0397207708399179,3,7719
src/core/array_operators.pm6,0.6365141682948128,2,2230
t/03-jvm/01-interop.t,0.18490739916777568,2,5676
lib/CompUnit/Repository/Staging.pm6,0,1,607
src/core/IO/Socket/Async.pm6,0.6931471805599453,2,13876
src/core/CompUnit/RepositoryRegistry.pm6,0,1,15144
tools/update-tai-utc.pl,1.351783994289646,4,1315
docs/announce/2011.06,0,1,2431
src/vm/moar/ops/container.h,0,1,904
tools/build/create-jvm-runner.pl,2.236029989470805,12,3177
src/core/Dateish.pm6,0,1,5055
src/RESTRICTED.setting,1.9275445306767893,8,1843
src/core/Range.pm6,1.0549201679861442,3,29321
docs/announce/2013.04.md,0,1,2888
docs/announce/2012.05,0.6365141682948128,2,3137
t/05-messages/01-errors.t,0.8070096176317219,4,10965
t/04-nativecall/05-arrays.t,1.855741605744279,9,5947
src/core/Lock/Async.pm6,0,1,7461
src/Perl6/Metamodel/MROBasedMethodDispatch.nqp,1.0114042647073518,3,2854
src/core/Array.pm6,0.60962742359609845,4,48849
src/core/set_elem.pm6,1.0986122886681096,3,3265
src/core/CompUnit/Repository/Perl5.pm6,0.6931471805599453,2,1552
t/01-sanity/01-literals.t,1.0986122886681096,3,634
